DATE,CLOSE
<<<<<<< HEAD
19750228,86.7000
19750602,95.2000
19750901,99.4000
19751201,100.4000
19760301,102.0000
19760531,103.2000
19760831,102.1000
19761130,101.0000
19770228,102.7000
19770531,102.9000
19770831,101.8000
19771130,99.4000
19780228,100.6000
19780531,99.3000
19780831,97.2000
19781130,99.5000
19790228,95.0000
19790531,94.3000
19790831,90.2000
19791130,93.3000
19800229,92.2000
19800602,80.1000
19800901,94.6000
19801201,97.0000
19810302,95.9000
19810601,97.4000
19810831,99.0000
19811130,94.4000
19820301,95.0000
19820531,94.8000
19820831,94.8000
19821130,98.0000
19830228,100.1000
19830531,105.2000
19830831,107.7000
19831130,107.0000
19840229,107.3000
19840531,104.3000
19840831,99.9000
19841130,102.7000
19850228,103.1000
19850531,100.6000
19850902,101.1000
19851202,98.8000
19860228,100.4000
19860331,99.6000
19860430,100.9000
19860602,101.4000
19860630,102.4000
19860731,100.8000
19860901,99.5000
19860930,99.0000
19861031,98.6000
19861201,98.8000
19861231,97.8000
19870202,100.7000
19870302,100.3000
19870331,100.4000
19870430,100.6000
19870601,100.4000
19870630,100.3000
19870731,101.3000
19870831,102.2000
19870930,103.9000
19871102,102.5000
19871130,101.6000
19871231,98.9000
19880201,100.1000
19880229,100.5000
19880331,98.9000
19880502,101.0000
19880531,101.0000
19880630,101.4000
19880801,101.2000
19880831,99.8000
19880930,101.8000
19881031,100.8000
19881130,102.2000
19890102,102.1000
19890131,100.5000
19890228,101.5000
19890331,101.7000
19890501,100.8000
19890531,98.3000
19890630,97.7000
19890731,98.9000
19890831,99.3000
19891002,99.8000
19891031,101.9000
19891130,101.5000
19900101,100.0000
19900131,100.4000
19900228,99.4000
19900402,99.0000
19900430,99.8000
19900531,99.6000
19900702,99.8000
19900731,98.3000
19900831,97.6000
19901001,95.3000
19901031,93.0000
19901130,91.7000
19901231,92.0000
19910131,91.8000
19910228,91.4000
19910401,95.2000
19910430,99.5000
19910531,100.5000
19910701,99.8000
19910731,99.1000
19910902,100.3000
19910930,98.6000
19911031,99.4000
19911202,97.9000
19911231,95.5000
19920131,95.9000
19920302,96.9000
19920331,98.3000
19920430,99.5000
19920601,101.0000
19920630,101.2000
19920731,100.7000
19920831,98.7000
19920930,100.1000
19921102,98.6000
19921130,98.1000
19921231,100.6000
19930201,100.7000
19930301,100.8000
19930331,98.2000
19930430,96.9000
19930531,95.8000
19930630,94.1000
19930802,92.4000
19930831,93.5000
19930930,92.6000
19931101,94.1000
19931130,95.0000
19931231,98.8000
19940131,98.2000
19940228,99.8000
